length	gc
ENSG00000163472	9531	0.505
ENSG00000163479	11920	0.47
ENSG00000163481	8195	0.493
ENSG00000163482	30692	0.46
ENSG00000163485	39698	0.511
ENSG00000163486	121584	0.433
ENSG00000163491	258519	0.382
ENSG00000163507	39774	0.342
ENSG00000163510	62237	0.35
ENSG00000163512	26775	0.341
ENSG00000163513	87640	0.408
ENSG00000163516	6913	0.491
ENSG00000163517	26701	0.539
ENSG00000163520	106099	0.535
ENSG00000163521	8629	0.496
ENSG00000163527	103066	0.359
ENSG00000163528	12795	0.482
ENSG00000163531	194169	0.479
ENSG00000163535	57954	0.368
ENSG00000163536	89926	0.367
ENSG00000163539	221967	0.368
ENSG00000163541	35940	0.391
ENSG00000163545	19693	0.513
ENSG00000163558	83551	0.398
ENSG00000163565	55188	0.383
ENSG00000163576	67536	0.404
ENSG00000163577	20223	0.382
ENSG00000163584	5381	0.395
ENSG00000163590	314822	0.384
ENSG00000163596	98499	0.399
ENSG00000163597	7585	0.452
ENSG00000163602	72031	0.38
ENSG00000163605	68893	0.391
ENSG00000163607	10422	0.369
ENSG00000163608	17264	0.388
ENSG00000163611	72470	0.38
ENSG00000163617	92477	0.381
ENSG00000163623	4952	0.523
ENSG00000163624	68437	0.384
ENSG00000163625	296852	0.369
ENSG00000163626	15057	0.409
ENSG00000163629	220861	0.362
ENSG00000163633	16218	0.415
ENSG00000163634	30052	0.399
ENSG00000163635	138904	0.408
ENSG00000163636	13462	0.391
ENSG00000163637	131606	0.423
ENSG00000163638	172035	0.4
ENSG00000163644	27223	0.4
ENSG00000163655	67196	0.389
ENSG00000163659	32353	0.38
ENSG00000163660	14186	0.372
ENSG00000163661	6838	0.427
ENSG00000163666	2337	0.377
ENSG00000163681	171721	0.387
ENSG00000163682	4824	0.411
ENSG00000163683	87936	0.416
ENSG00000163684	13949	0.448
ENSG00000163686	57203	0.451
ENSG00000163689	324472	0.385
ENSG00000163694	207369	0.432
ENSG00000163697	404592	0.423
ENSG00000163701	13789	0.519
ENSG00000163702	16557	0.512
ENSG00000163703	11574	0.516
ENSG00000163704	6853	0.594
ENSG00000163710	71344	0.409
ENSG00000163714	59196	0.364
ENSG00000163719	52962	0.494
ENSG00000163728	15699	0.351
ENSG00000163735	3088	0.384
ENSG00000163738	188919	0.361
ENSG00000163739	1911	0.495
ENSG00000163743	35394	0.347
ENSG00000163749	94267	0.381
ENSG00000163754	36262	0.42
ENSG00000163755	43935	0.387
ENSG00000163781	61289	0.376
ENSG00000163785	93609	0.384
ENSG00000163788	64631	0.39
ENSG00000163794	866	0.699
ENSG00000163795	3514	0.577
ENSG00000163798	31510	0.401
ENSG00000163803	147716	0.471
ENSG00000163806	68093	0.396
ENSG00000163807	12938	0.409
ENSG00000163808	91540	0.403
ENSG00000163811	53548	0.393
ENSG00000163812	60922	0.473
ENSG00000163814	64146	0.452
ENSG00000163815	9805	0.525
ENSG00000163818	92407	0.42
ENSG00000163820	77926	0.471
ENSG00000163823	6633	0.466
ENSG00000163827	64695	0.432
ENSG00000163832	18070	0.487
ENSG00000163840	10865	0.442
ENSG00000163848	149686	0.369
ENSG00000163864	117863	0.417
ENSG00000163866	9455	0.475
ENSG00000163867	48202	0.396
ENSG00000163870	17696	0.56
ENSG00000163872	114808	0.426
ENSG00000163874	9860	0.594
ENSG00000163875	24860	0.429
ENSG00000163877	19896	0.432
ENSG00000163879	9939	0.493
ENSG00000163882	5170	0.478
ENSG00000163884	14759	0.578
ENSG00000163900	9457	0.476
ENSG00000163902	61106	0.47
ENSG00000163904	48379	0.426
ENSG00000163913	80224	0.476
ENSG00000163918	16803	0.401
ENSG00000163923	18523	0.413
ENSG00000163930	9102	0.559
ENSG00000163931	31408	0.544
ENSG00000163932	31511	0.563
ENSG00000163933	41970	0.458
ENSG00000163935	142507	0.405
ENSG00000163938	8575	0.432
ENSG00000163939	140499	0.408
ENSG00000163945	40734	0.591
ENSG00000163946	62976	0.386
ENSG00000163947	351891	0.436
ENSG00000163950	19545	0.467
ENSG00000163956	28901	0.573
ENSG00000163959	16919	0.509
ENSG00000163960	78977	0.426
ENSG00000163961	34983	0.424
ENSG00000163964	23632	0.401
ENSG00000163975	28076	0.572
ENSG00000164002	7782	0.437
ENSG00000164008	8498	0.431
ENSG00000164010	27885	0.432
ENSG00000164011	5903	0.473
ENSG00000164022	33615	0.367
ENSG00000164023	90484	0.38
ENSG00000164024	67173	0.391
ENSG00000164031	50477	0.348
ENSG00000164032	2270	0.492
ENSG00000164037	134692	0.373
ENSG00000164038	57053	0.373
ENSG00000164039	22243	0.383
ENSG00000164040	19593	0.386
ENSG00000164045	31134	0.45
ENSG00000164048	46520	0.456
ENSG00000164050	26200	0.598
ENSG00000164051	7950	0.514
ENSG00000164053	20931	0.489
ENSG00000164054	33063	0.509
ENSG00000164056	6966	0.487
ENSG00000164061	117061	0.488
ENSG00000164062	9500	0.581
ENSG00000164066	83848	0.368
ENSG00000164068	32013	0.564
ENSG00000164070	51074	0.35
ENSG00000164073	48180	0.392
ENSG00000164074	71016	0.399
ENSG00000164077	21144	0.511
ENSG00000164078	16871	0.558
ENSG00000164080	122017	0.443
ENSG00000164081	33149	0.551
ENSG00000164086	7525	0.59
ENSG00000164087	79458	0.517
ENSG00000164088	4807	0.581
ENSG00000164091	24222	0.439
ENSG00000164096	8027	0.429
ENSG00000164099	72730	0.364
ENSG00000164104	3069	0.456
ENSG00000164105	6591	0.406
ENSG00000164106	18230	0.377
ENSG00000164109	7435	0.371
ENSG00000164111	28996	0.39
ENSG00000164112	6256	0.418
ENSG00000164114	34311	0.338
ENSG00000164116	70353	0.368
ENSG00000164117	47593	0.339
ENSG00000164118	49704	0.357
ENSG00000164122	55548	0.365
ENSG00000164124	45039	0.38
ENSG00000164125	48471	0.371
ENSG00000164134	89260	0.385
ENSG00000164136	97392	0.371
ENSG00000164144	131952	0.375
ENSG00000164151	67562	0.385
ENSG00000164161	92734	0.363
ENSG00000164162	103967	0.376
ENSG00000164163	31521	0.349
ENSG00000164164	46031	0.381
ENSG00000164167	14379	0.385
ENSG00000164168	18134	0.378
ENSG00000164169	45747	0.397
ENSG00000164171	105454	0.38
ENSG00000164172	11704	0.382
ENSG00000164176	442486	0.355
ENSG00000164180	73643	0.352
ENSG00000164182	207909	0.363
ENSG00000164185	24052	0.375
ENSG00000164187	48602	0.36
ENSG00000164190	189061	0.351
ENSG00000164197	207026	0.366
ENSG00000164209	24623	0.357
ENSG00000164211	14212	0.37
ENSG00000164219	52043	0.357
ENSG00000164220	7953	0.406
ENSG00000164221	29574	0.362
ENSG00000164236	93494	0.476
ENSG00000164237	30462	0.465
ENSG00000164241	30935	0.39
ENSG00000164244	37472	0.363
ENSG00000164251	16308	0.445
ENSG00000164252	34849	0.388
ENSG00000164253	60264	0.379
ENSG00000164258	122707	0.366
ENSG00000164283	7720	0.37
ENSG00000164284	9170	0.413
ENSG00000164291	49982	0.367
ENSG00000164292	78735	0.391
ENSG00000164294	7146	0.389
ENSG00000164296	8045	0.461
ENSG00000164300	144849	0.438
ENSG00000164305	21780	0.404
ENSG00000164306	45346	0.413
ENSG00000164307	53335	0.395
ENSG00000164308	43763	0.384
ENSG00000164309	110391	0.407
ENSG00000164323	44364	0.405
ENSG00000164327	136480	0.355
ENSG00000164329	74229	0.362
ENSG00000164330	403866	0.4
ENSG00000164331	13487	0.372
ENSG00000164332	22960	0.362
ENSG00000164338	16197	0.376
ENSG00000164342	15944	0.398
ENSG00000164346	9922	0.405
ENSG00000164347	46012	0.363
ENSG00000164366	13423	0.505
ENSG00000164379	2319	0.621
ENSG00000164402	27053	0.525
ENSG00000164403	8758	0.6
ENSG00000164405	2218	0.493
ENSG00000164406	1225	0.448
ENSG00000164414	75614	0.384
ENSG00000164418	671290	0.339
ENSG00000164430	27188	0.436
ENSG00000164440	52010	0.403
ENSG00000164442	2396	0.532
ENSG00000164463	82937	0.411
ENSG00000164465	87201	0.394
ENSG00000164466	50108	0.423
ENSG00000164483	221124	0.391
ENSG00000164484	76785	0.379
ENSG00000164494	307019	0.398
ENSG00000164506	186119	0.344
ENSG00000164509	71476	0.421
ENSG00000164530	16575	0.511
ENSG00000164535	75103	0.482
ENSG00000164542	65976	0.396
ENSG00000164543	44287	0.394
ENSG00000164548	27256	0.411
ENSG00000164574	230249	0.443
ENSG00000164576	15097	0.458
ENSG00000164587	5528	0.492
ENSG00000164591	18528	0.491
ENSG00000164597	362771	0.371
ENSG00000164603	120731	0.37
ENSG00000164604	7366	0.392
ENSG00000164609	17521	0.369
ENSG00000164610	14593	0.427
ENSG00000164611	6882	0.393
ENSG00000164615	13681	0.434
ENSG00000164619	250962	0.406
ENSG00000164620	4115	0.6
ENSG00000164627	390306	0.404
ENSG00000164631	18503	0.434
ENSG00000164638	21144	0.59
ENSG00000164647	10453	0.382
ENSG00000164649	45026	0.414
ENSG00000164654	40495	0.366
ENSG00000164659	182792	0.373
ENSG00000164663	97717	0.414
ENSG00000164669	NA	NA
ENSG00000164674	114863	0.46
ENSG00000164675	82483	0.365
ENSG00000164684	246331	0.403
ENSG00000164687	4295	0.447
ENSG00000164692	36672	0.376
ENSG00000164694	102712	0.434
ENSG00000164707	46947	0.468
ENSG00000164713	11297	0.59
ENSG00000164715	102748	0.437
ENSG00000164733	25613	0.517
ENSG00000164741	431558	0.39
ENSG00000164742	148976	0.476
ENSG00000164743	1446	0.423
ENSG00000164751	20787	0.384
ENSG00000164754	28933	0.36
ENSG00000164758	19537	0.346
ENSG00000164761	28588	0.376
ENSG00000164764	28730	0.441
ENSG00000164776	12714	0.54
ENSG00000164808	505164	0.411
ENSG00000164815	81708	0.36
ENSG00000164818	59779	0.533
ENSG00000164823	26000	0.382
ENSG00000164828	59364	0.504
ENSG00000164830	482516	0.367
ENSG00000164845	NA	NA
ENSG00000164850	11608	0.559
ENSG00000164877	25115	0.633
ENSG00000164880	34106	0.635
ENSG00000164885	4154	0.576
ENSG00000164889	18316	0.598
ENSG00000164896	4263	0.618
ENSG00000164897	2449	0.676
ENSG00000164902	26338	0.433
ENSG00000164904	53550	0.43
ENSG00000164916	127687	0.508
ENSG00000164919	16020	0.41
ENSG00000164920	7696	0.51
ENSG00000164924	34820	0.409
ENSG00000164929	89613	0.428
ENSG00000164930	34434	0.376
ENSG00000164932	11490	0.399
ENSG00000164933	16698	0.372
ENSG00000164934	28739	0.371
ENSG00000164938	23416	0.425
ENSG00000164941	57204	0.397
ENSG00000164944	65742	0.387
ENSG00000164949	13063	0.441
ENSG00000164951	9214	0.418
ENSG00000164953	63276	0.374
ENSG00000164961	67559	0.401
ENSG00000164967	1629	0.589
ENSG00000164970	60387	0.472
ENSG00000164975	43050	0.397
ENSG00000164976	7988	0.562
ENSG00000164978	14208	0.464
ENSG00000164983	61782	0.357
ENSG00000164985	46939	0.379
ENSG00000164989	419026	0.367
ENSG00000165006	73519	0.428
ENSG00000165023	32995	0.403
ENSG00000165028	26725	0.381
ENSG00000165029	147244	0.434
ENSG00000165030	14818	0.419
ENSG00000165046	22104	0.445
ENSG00000165055	26196	0.453
ENSG00000165060	64616	0.452
ENSG00000165071	50723	0.399
ENSG00000165072	183392	0.402
ENSG00000165078	324216	0.401
ENSG00000165084	488302	0.367
ENSG00000165092	179781	0.361
ENSG00000165097	68466	0.42
ENSG00000165102	62379	0.441
ENSG00000165105	83544	0.4
ENSG00000165113	90096	0.387
ENSG00000165115	84766	0.384
ENSG00000165118	18675	0.447
ENSG00000165119	12572	0.392
ENSG00000165121	NA	NA
ENSG00000165124	214632	0.379
ENSG00000165125	14531	0.511
ENSG00000165138	65184	0.468
ENSG00000165152	11868	0.451
ENSG00000165156	27092	0.388
ENSG00000165169	8801	0.37
ENSG00000165171	7935	0.593
ENSG00000165175	5099	0.539
ENSG00000165185	173459	0.389
ENSG00000165195	16104	0.395
ENSG00000165197	38823	0.393
ENSG00000165209	146948	0.383
ENSG00000165219	103180	0.421
ENSG00000165233	17116	0.5
ENSG00000165240	139699	0.386
ENSG00000165244	32445	0.429
ENSG00000165246	321361	0.386
ENSG00000165259	184606	0.349
ENSG00000165264	19659	0.413
ENSG00000165271	12591	0.544
ENSG00000165272	6480	0.556
ENSG00000165275	25168	0.426
ENSG00000165280	16675	0.477
ENSG00000165282	7914	0.535
ENSG00000165283	3266	0.534
ENSG00000165288	140247	0.361
ENSG00000165304	104822	0.42
ENSG00000165312	3113	0.515
ENSG00000165322	123479	0.369
ENSG00000165323	544374	0.398
ENSG00000165338	104425	0.364
ENSG00000165355	36128	0.388
ENSG00000165359	61906	0.386
ENSG00000165383	4752	0.455
ENSG00000165388	18778	0.496
ENSG00000165389	29325	0.419
ENSG00000165392	140500	0.361
ENSG00000165406	137538	0.402
ENSG00000165410	4442	0.397
ENSG00000165416	35603	0.369
ENSG00000165417	45780	0.377
ENSG00000165424	63301	0.534
ENSG00000165434	68142	0.375
ENSG00000165458	14307	0.577
ENSG00000165475	122207	0.445
ENSG00000165476	103761	0.383
ENSG00000165480	23008	0.398
ENSG00000165487	111528	0.383
ENSG00000165490	56583	0.392
ENSG00000165494	28699	0.38
ENSG00000165495	268727	0.49
ENSG00000165501	15976	0.451
ENSG00000165502	1998	0.47
ENSG00000165506	10057	0.461
ENSG00000165507	2622	0.559
ENSG00000165511	3325	0.458
ENSG00000165512	4505	0.414
ENSG00000165516	15070	0.418
ENSG00000165521	177923	0.375
ENSG00000165525	286513	0.417
ENSG00000165526	9599	0.433
ENSG00000165527	4037	0.437
ENSG00000165533	53839	0.366
ENSG00000165555	29035	0.414
ENSG00000165568	21883	0.472
ENSG00000165572	5228	0.432
ENSG00000165609	28571	0.446
ENSG00000165617	14253	0.455
ENSG00000165626	64493	0.428
ENSG00000165629	19670	0.402
ENSG00000165630	68991	0.409
ENSG00000165632	196550	0.396
ENSG00000165633	101227	0.449
ENSG00000165637	21296	0.44
ENSG00000165644	2042	0.706
ENSG00000165646	38358	0.458
ENSG00000165650	92332	0.377
ENSG00000165655	3911	0.612
ENSG00000165660	34886	0.426
ENSG00000165661	39506	0.546
ENSG00000165669	33268	0.368
ENSG00000165671	167135	0.423
ENSG00000165672	11131	0.46
ENSG00000165675	279852	0.389
ENSG00000165678	14127	0.378
ENSG00000165684	22861	0.586
ENSG00000165688	13098	0.538
ENSG00000165689	8681	0.565
ENSG00000165695	153234	0.479
ENSG00000165698	11672	0.53
ENSG00000165699	53286	0.428
ENSG00000165704	40524	0.391
ENSG00000165714	109819	0.42
ENSG00000165724	8407	0.58
ENSG00000165731	53281	0.557
ENSG00000165732	28947	0.412
ENSG00000165733	52432	0.408
ENSG00000165752	125068	0.552
ENSG00000165757	102692	0.444
ENSG00000165775	30128	0.393
ENSG00000165782	3626	0.514
ENSG00000165792	7230	0.45
ENSG00000165795	54110	0.48
ENSG00000165801	19510	0.538
ENSG00000165802	11764	0.652
ENSG00000165804	14659	0.555
ENSG00000165806	51748	0.43
ENSG00000165807	39477	0.427
ENSG00000165813	52391	0.373
ENSG00000165819	13176	0.424
ENSG00000165821	16106	0.486
ENSG00000165832	39525	0.369
ENSG00000165861	57762	0.458
ENSG00000165868	179014	0.478
ENSG00000165874	41505	0.384
ENSG00000165879	2651	0.623
ENSG00000165886	72193	0.495
ENSG00000165887	11386	0.524
ENSG00000165891	44335	0.402
ENSG00000165895	303250	0.38
ENSG00000165898	1849	0.505
ENSG00000165899	169638	0.36
ENSG00000165912	8938	0.597
ENSG00000165914	275830	0.461
ENSG00000165915	61051	0.533
ENSG00000165916	7705	0.549
ENSG00000165923	55786	0.449
ENSG00000165929	87614	0.38
ENSG00000165934	42246	0.398
ENSG00000165943	2709	0.514
ENSG00000165948	21422	0.447
ENSG00000165949	5955	0.536
ENSG00000165959	137970	0.469
ENSG00000165983	76803	0.409
ENSG00000165985	8263	0.449
ENSG00000165995	401083	0.405
ENSG00000165996	27416	0.421
ENSG00000165997	18628	0.384
ENSG00000166002	64908	0.451
ENSG00000166004	68707	0.386
ENSG00000166012	91	0.527
ENSG00000166016	207022	0.479
ENSG00000166024	110274	0.378
ENSG00000166025	108411	0.422
ENSG00000166033	53384	0.492
ENSG00000166035	158299	0.455
ENSG00000166037	42233	0.375
ENSG00000166046	44212	0.418
ENSG00000166068	104399	0.352
ENSG00000166073	121871	0.408
ENSG00000166086	82833	0.419
ENSG00000166106	27671	0.517
ENSG00000166123	46894	0.519
ENSG00000166128	78246	0.398
ENSG00000166130	31648	0.409
ENSG00000166133	5131	0.495
ENSG00000166135	18041	0.46
ENSG00000166136	6140	0.475
ENSG00000166140	7494	0.535
ENSG00000166147	237483	0.389
ENSG00000166153	29112	0.404
ENSG00000166164	49917	0.39
ENSG00000166165	3202	0.705
ENSG00000166166	7902	0.642
ENSG00000166167	203289	0.39
ENSG00000166169	9389	0.53
ENSG00000166170	6271	0.463
ENSG00000166171	21322	0.467
ENSG00000166173	22610	0.446
ENSG00000166181	32576	0.378
ENSG00000166188	5190	0.586
ENSG00000166189	2672	0.642
ENSG00000166192	26713	0.408
ENSG00000166197	11695	0.472
ENSG00000166199	39469	0.408
ENSG00000166200	30384	0.35
ENSG00000166206	395993	0.413
ENSG00000166224	65229	0.411
ENSG00000166225	109434	0.379
ENSG00000166226	16150	0.394
ENSG00000166228	5275	0.533
ENSG00000166233	112230	0.387
ENSG00000166246	15109	0.527
ENSG00000166250	122975	0.451
ENSG00000166260	16806	0.414
ENSG00000166261	17367	0.445
ENSG00000166262	292527	0.361
ENSG00000166263	195324	0.361
ENSG00000166266	99081	0.394
ENSG00000166272	88125	0.473
ENSG00000166275	10752	0.417
ENSG00000166278	NA	NA
ENSG00000166289	10057	0.562
ENSG00000166292	12495	0.402
ENSG00000166295	374472	0.467
ENSG00000166311	4585	0.567
ENSG00000166313	24290	0.519
ENSG00000166321	21372	0.412
ENSG00000166323	159013	0.39
ENSG00000166326	146578	0.399
ENSG00000166333	7136	0.497
ENSG00000166337	1428	0.604
ENSG00000166340	6696	0.503
ENSG00000166341	34517	0.527
ENSG00000166342	125262	0.367
ENSG00000166343	12925	0.422
ENSG00000166347	38725	0.444
ENSG00000166348	94003	0.416
ENSG00000166349	77693	0.389
ENSG00000166352	80348	0.376
ENSG00000166377	308886	0.418
ENSG00000166387	143363	0.454
ENSG00000166394	8669	0.513
ENSG00000166398	101016	0.449
ENSG00000166401	29135	0.427
ENSG00000166402	86864	0.494
ENSG00000166411	21166	0.423
ENSG00000166432	49780	0.378
ENSG00000166435	141449	0.418
ENSG00000166436	59830	0.458
ENSG00000166439	93546	0.395
ENSG00000166441	7425	0.483
ENSG00000166444	217600	0.45
ENSG00000166446	200500	0.419
ENSG00000166448	23563	0.519
ENSG00000166450	131439	0.385
ENSG00000166451	26607	0.433
ENSG00000166452	8926	0.463
ENSG00000166454	11494	0.446
ENSG00000166471	34115	0.425
ENSG00000166473	119492	0.496
ENSG00000166477	33737	0.431
ENSG00000166478	67560	0.426
ENSG00000166479	41429	0.36
ENSG00000166482	3778	0.569
ENSG00000166483	16086	0.406
ENSG00000166484	5824	0.592
ENSG00000166492	NA	NA
ENSG00000166503	69967	0.385
ENSG00000166508	9024	0.54
ENSG00000166510	58000	0.398
ENSG00000166526	18702	0.489
ENSG00000166529	15247	0.478
ENSG00000166532	101401	0.41
ENSG00000166548	80569	0.501
ENSG00000166557	100844	0.423
ENSG00000166562	18939	0.43
ENSG00000166575	290991	0.364
ENSG00000166578	25635	0.477
ENSG00000166579	32326	0.422
ENSG00000166582	10965	0.475
ENSG00000166592	3858	0.598
ENSG00000166595	2369	0.557
ENSG00000166598	17597	0.395
ENSG00000166619	10515	0.53
ENSG00000166664	32422	0.442
ENSG00000166667	10698	0.495
ENSG00000166669	97584	0.394
ENSG00000166681	1734	0.576
ENSG00000166685	15473	0.485
ENSG00000166704	26274	0.45
ENSG00000166707	3427	0.519
ENSG00000166710	6673	0.43
ENSG00000166716	57846	0.459
ENSG00000166734	127051	0.406
ENSG00000166741	54686	0.433
ENSG00000166747	80072	0.407
ENSG00000166750	24676	0.429
ENSG00000166762	37129	0.439
ENSG00000166770	17563	0.419
ENSG00000166780	153792	0.458
ENSG00000166783	48798	0.442
ENSG00000166788	25749	0.392
ENSG00000166793	4858	0.552
ENSG00000166794	7341	0.528
ENSG00000166797	21447	0.417
ENSG00000166801	12194	0.398
ENSG00000166803	16492	0.433
ENSG00000166813	27482	0.53
ENSG00000166821	9254	0.428
ENSG00000166822	21443	0.445
ENSG00000166825	29947	0.531
ENSG00000166831	35676	0.527
ENSG00000166833	770877	0.445
ENSG00000166839	46941	0.467
ENSG00000166845	24117	0.339
ENSG00000166847	32382	0.427
ENSG00000166848	9707	0.429
ENSG00000166851	11488	0.503
ENSG00000166855	34780	0.399
ENSG00000166860	7681	0.501
ENSG00000166881	23149	0.43
ENSG00000166886	6583	0.602
ENSG00000166887	49604	0.426
ENSG00000166888	33697	0.503
ENSG00000166889	32320	0.399
ENSG00000166896	15608	0.407
ENSG00000166900	50824	0.449
ENSG00000166902	4738	0.446
ENSG00000166908	12270	0.468
ENSG00000166912	52664	0.4
ENSG00000166913	22818	0.404
ENSG00000166922	55429	0.423
ENSG00000166923	16666	0.435
ENSG00000166924	10875	0.592
ENSG00000166925	12761	0.589
ENSG00000166938	40604	0.429
ENSG00000166946	11910	0.407
ENSG00000166947	23898	0.501
ENSG00000166949	129339	0.481
ENSG00000166963	14013	0.545
ENSG00000166965	8250	0.545
ENSG00000166971	11979	0.443
ENSG00000166974	166541	0.395
ENSG00000166979	102946	0.464
ENSG00000166986	30258	0.483
ENSG00000166987	7273	0.574
ENSG00000166997	5864	0.506
ENSG00000167004	26215	0.431
ENSG00000167005	22214	0.389
ENSG00000167034	4245	0.493
ENSG00000167065	15835	0.48
ENSG00000167074	31996	0.518
ENSG00000167081	220039	0.373
ENSG00000167085	10823	0.483
ENSG00000167088	17949	0.426
ENSG00000167100	18574	0.55
ENSG00000167103	9269	0.571
ENSG00000167105	10080	0.555
ENSG00000167106	39952	0.556
ENSG00000167107	48682	0.5
ENSG00000167110	20161	0.523
ENSG00000167112	13302	0.513
ENSG00000167113	11561	0.517
ENSG00000167114	20911	0.547
ENSG00000167118	20698	0.521
ENSG00000167123	25586	0.551
ENSG00000167130	9335	0.578
ENSG00000167136	4177	0.616
ENSG00000167157	57032	0.547
ENSG00000167173	13278	0.587
ENSG00000167182	32808	0.476
ENSG00000167186	12501	0.462
ENSG00000167191	27013	0.514
ENSG00000167193	34915	0.489
ENSG00000167196	31409	0.401
ENSG00000167202	82668	0.46
ENSG00000167216	131058	0.436
ENSG00000167220	43091	0.387
ENSG00000167232	37772	0.389
ENSG00000167244	20492	0.604
ENSG00000167257	53064	0.43
ENSG00000167258	73062	0.433
ENSG00000167264	56380	0.471
ENSG00000167272	2354	0.487
ENSG00000167280	13667	0.584
ENSG00000167283	8459	0.41
ENSG00000167291	103516	0.525
ENSG00000167302	10815	0.629
ENSG00000167306	372296	0.445
ENSG00000167311	3811	0.567
ENSG00000167315	30378	0.394
ENSG00000167323	237508	0.424
ENSG00000167325	107960	0.427
ENSG00000167333	9588	0.465
ENSG00000167363	15622	0.513
ENSG00000167371	3794	0.609
ENSG00000167377	41715	0.438
ENSG00000167378	11769	0.527
ENSG00000167380	12624	0.407
ENSG00000167383	22341	0.42
ENSG00000167384	24716	0.443
ENSG00000167393	NA	NA
ENSG00000167394	13478	0.545
ENSG00000167395	9091	0.585
ENSG00000167397	4102	0.555
ENSG00000167447	5241	0.434
ENSG00000167460	35497	0.508
ENSG00000167461	21956	0.537
ENSG00000167468	2852	0.696
ENSG00000167470	10591	0.66
ENSG00000167483	30539	0.525
